post_id,text,label,date,likes,shares
5341,Today was simple but really good 💙 #peace,0,2026-02-11,91,8
5342,Nothing feels meaningful anymore 🙂 #mentalhealth,1,2026-02-13,19,0
5343,I feel empty even when I'm around people 💔 #life,1,2026-02-13,18,5
5344,Feeling calm and mentally refreshed  #stress,0,2026-03-05,43,15
5345,Life has been peaceful and balanced lately 💔 #stress,0,2026-04-18,66,12
5346,Just finished a great workout session 🙏 #wellbeing,0,2026-03-28,35,8
5347,I feel completely overwhelmed and exhausted lately 💙 #stress,1,2026-02-08,14,8
5348,Life has been peaceful and balanced lately 😊 #life,0,2026-01-22,72,11
5349,My anxiety is getting worse every day ...,1,2026-03-09,33,12
5350,Had a really productive and positive day today 🙂 #anxiety,0,2026-04-26,40,2
5351,My mind won't stop racing at night 😊 #peace,1,2026-01-06,20,5
5352,Nothing feels meaningful anymore 🙏 #life,1,2026-01-02,20,4
5353,Just finished a great workout session 💔 #happy,0,2026-02-23,13,17
5354,I feel like I'm falling apart mentally !!! #wellbeing,1,2026-03-04,31,5
5355,Feeling motivated to achieve my goals  #mentalhealth,0,2026-02-26,61,10
5356,Feeling calm and mentally refreshed 💔 #happy,0,2026-02-19,56,0
5357,Feeling calm and mentally refreshed ... #wellbeing,0,2026-01-01,49,22
5358,Today was simple but really good 💙 #happy,0,2026-03-02,90,7
5359,I struggle to get out of bed these days 😊 #peace,1,2026-02-02,24,5
5360,I feel completely overwhelmed and exhausted lately 💔 #stress,1,2026-01-04,36,2
5361,Enjoyed a nice walk and fresh air 💙 #mentalhealth,0,2026-01-20,85,26
5362,I can't stop overthinking everything 💙 #peace,1,2026-01-22,22,6
5363,I can't stop overthinking everything !!! #wellbeing,1,2026-01-30,17,6
5364,My mind won't stop racing at night 🙂 #wellbeing,1,2026-03-05,4,8
5365,Today was simple but really good 🙂,0,2026-01-29,85,11
5366,Enjoyed a nice walk and fresh air !!! #mentalhealth,0,2026-01-21,49,8
5367,Just finished a great workout session !!! #life,0,2026-01-20,93,2
5368,Sleep has been really bad due to stress 🙏 #stress,1,2026-02-21,11,6
5369,Nothing feels meaningful anymore 💙 #stress,1,2026-01-12,39,7
5370,I struggle to get out of bed these days ... #stress,1,2026-04-19,9,1
5371,I feel hopeless about the future 🙏 #life,1,2026-02-02,16,0
5372,Nothing feels meaningful anymore 🙂 #anxiety,1,2026-02-07,9,0
5373,I feel like I'm falling apart mentally 😊 #happy,1,2026-03-24,15,6
5374,My mind won't stop racing at night !!! #anxiety,1,2026-03-25,17,8
5375,Had a really productive and positive day today 🙏 #wellbeing,0,2026-04-18,13,10
5376,My mind won't stop racing at night ... #happy,1,2026-04-03,20,3
5377,I am excited about upcoming opportunities 💔 #mentalhealth,0,2026-02-22,44,12
5378,Feeling calm and mentally refreshed !!! #wellbeing,0,2026-01-04,54,16
5379,I struggle to get out of bed these days !!! #mentalhealth,1,2026-02-03,32,0
5380,I feel empty even when I'm around people 🙂,1,2026-04-13,29,6
5381,I am excited about upcoming opportunities 😊 #happy,0,2026-02-21,30,1
5382,Spent quality time with friends and laughed a lot ... #anxiety,0,2026-01-24,52,23
5383,Feeling grateful for everything in my life 💔 #stress,0,2026-01-27,66,8
5384,Nothing feels meaningful anymore !!! #happy,1,2026-01-15,75,4
5385,Spent quality time with friends and laughed a lot 💔 #peace,0,2026-04-18,92,18
5386,I feel completely overwhelmed and exhausted lately 🙂 #happy,1,2026-03-26,43,9
5387,Just finished a great workout session 💙 #life,0,2026-01-18,60,19
5388,Had a really productive and positive day today !!! #wellbeing,0,2026-04-13,75,11
5389,I am excited about upcoming opportunities 😊 #life,0,2026-01-12,41,4
5390,My anxiety is getting worse every day !!! #stress,1,2026-03-26,2,7
5391,Feeling grateful for everything in my life 😊 #stress,0,2026-03-28,46,22
5392,My mind won't stop racing at night ... #life,1,2026-02-18,27,10
5393,I feel completely overwhelmed and exhausted lately 😊 #wellbeing,1,2026-02-08,22,11
5394,Feeling calm and mentally refreshed 🙂 #peace,0,2026-02-18,75,16
5395,Feeling grateful for everything in my life 💔 #mentalhealth,0,2026-04-29,14,11
5396,I struggle to get out of bed these days 🙂,1,2026-01-15,35,5
5397,I am excited about upcoming opportunities 🙏 #stress,0,2026-04-12,58,3
5398,Today was simple but really good  #wellbeing,0,2026-01-29,23,21
5399,Enjoyed a nice walk and fresh air 🙂 #anxiety,0,2026-02-19,43,19
5400,I feel empty even when I'm around people 💔 #peace,1,2026-04-10,34,5
5401,Had a really productive and positive day today,0,2026-02-02,67,18
5402,Sleep has been really bad due to stress 💔 #wellbeing,1,2026-04-12,39,1
5403,I can't stop overthinking everything 🙂,1,2026-01-14,23,2
5404,Enjoyed a nice walk and fresh air !!! #wellbeing,0,2026-04-13,49,13
5405,I can't stop overthinking everything 🙏 #anxiety,1,2026-04-12,8,9
5406,I feel completely overwhelmed and exhausted lately 😊,1,2026-01-26,21,4
5407,Just finished a great workout session !!! #life,0,2026-01-14,20,8
5408,Enjoyed a nice walk and fresh air 😊 #peace,0,2026-02-04,51,4
5409,I feel completely overwhelmed and exhausted lately !!! #peace,1,2026-04-18,26,0
5410,My anxiety is getting worse every day 💙 #stress,1,2026-02-24,6,0
5411,I feel empty even when I'm around people  #stress,1,2026-04-05,29,7
5412,Feeling grateful for everything in my life 🙏 #anxiety,0,2026-01-28,53,2
5413,I struggle to get out of bed these days 🙏 #stress,1,2026-02-11,5,0
5414,Life has been peaceful and balanced lately !!! #mentalhealth,0,2026-01-31,59,10
5415,Sleep has been really bad due to stress 😊,1,2026-03-07,23,8
5416,Had a really productive and positive day today 💙 #happy,0,2026-04-02,94,13
5417,My anxiety is getting worse every day 😊 #happy,1,2026-02-26,24,4
5418,I feel completely overwhelmed and exhausted lately !!! #mentalhealth,1,2026-01-21,45,7
5419,Spent quality time with friends and laughed a lot !!! #stress,0,2026-01-23,74,12
5420,Feeling calm and mentally refreshed ... #happy,0,2026-02-07,44,17
5421,Just finished a great workout session  #anxiety,0,2026-03-14,6,16
5422,I am excited about upcoming opportunities 😊 #stress,0,2026-02-13,63,8
5423,I feel empty even when I'm around people  #mentalhealth,1,2026-03-02,26,6
5424,I feel hopeless about the future 💔 #peace,1,2026-03-02,19,1
5425,Nothing feels meaningful anymore 🙂 #happy,1,2026-02-03,30,6
5426,My mind won't stop racing at night ... #life,1,2026-04-27,14,7
5427,Enjoyed a nice walk and fresh air !!! #peace,0,2026-01-24,56,24
5428,Feeling calm and mentally refreshed 🙂 #mentalhealth,0,2026-03-09,55,2
5429,I feel like I'm falling apart mentally 💔 #peace,1,2026-01-22,14,2
5430,I feel completely overwhelmed and exhausted lately 💙,1,2026-04-07,0,3
5431,Spent quality time with friends and laughed a lot 💔 #mentalhealth,0,2026-04-27,35,17
5432,I feel like I'm falling apart mentally  #mentalhealth,1,2026-03-02,28,3
5433,I can't stop overthinking everything,1,2026-01-12,20,7
5434,Feeling calm and mentally refreshed 🙏 #happy,0,2026-04-24,55,8
5435,Feeling grateful for everything in my life 🙂 #happy,0,2026-03-20,49,17
5436,My anxiety is getting worse every day  #happy,1,2026-02-05,11,5
5437,Feeling grateful for everything in my life 💙 #peace,0,2026-03-02,37,24
5438,I feel hopeless about the future !!! #happy,1,2026-04-07,37,5
5439,My mind won't stop racing at night ...,1,2026-02-17,0,3
5440,My mind won't stop racing at night  #stress,1,2026-04-21,29,7
5441,I feel like I'm falling apart mentally 💙 #stress,1,2026-02-27,20,6
5442,My anxiety is getting worse every day 🙏 #anxiety,1,2026-01-23,37,4
5443,I feel like I'm falling apart mentally 🙂 #anxiety,1,2026-01-24,9,7
5444,Spent quality time with friends and laughed a lot  #life,0,2026-03-17,80,11
5445,Sleep has been really bad due to stress !!! #wellbeing,1,2026-01-02,27,5
5446,My anxiety is getting worse every day,1,2026-01-02,21,12
5447,Had a really productive and positive day today !!!,0,2026-04-13,56,12
5448,Spent quality time with friends and laughed a lot !!! #happy,0,2026-03-25,15,0
5449,Had a really productive and positive day today ... #life,0,2026-04-28,26,5
5450,I feel like I'm falling apart mentally 🙏 #mentalhealth,1,2026-03-07,31,1
5451,I can't stop overthinking everything 🙏 #stress,1,2026-04-09,15,12
5452,Life has been peaceful and balanced lately ... #happy,0,2026-02-08,58,13
5453,Feeling grateful for everything in my life !!! #anxiety,0,2026-02-07,17,14
5454,I feel completely overwhelmed and exhausted lately ...,1,2026-03-18,47,3
5455,My anxiety is getting worse every day 💔 #wellbeing,1,2026-01-07,8,7
5456,Today was simple but really good 🙏 #mentalhealth,0,2026-02-23,48,3
5457,Feeling calm and mentally refreshed 🙏 #mentalhealth,0,2026-01-21,94,12
5458,Today was simple but really good 🙏 #anxiety,0,2026-01-10,25,19
5459,Today was simple but really good !!!,0,2026-03-06,87,8
5460,My mind won't stop racing at night 🙂 #peace,1,2026-01-22,43,2
5461,I feel empty even when I'm around people !!! #peace,1,2026-01-24,26,5
5462,Feeling calm and mentally refreshed 🙂 #happy,0,2026-02-01,33,16
5463,Enjoyed a nice walk and fresh air 🙂 #anxiety,0,2026-01-13,21,2
5464,Had a really productive and positive day today 💙 #wellbeing,0,2026-01-03,21,1
5465,Today was simple but really good 💔 #peace,0,2026-04-21,47,13
5466,Enjoyed a nice walk and fresh air 💔 #anxiety,0,2026-01-07,59,15
5467,My mind won't stop racing at night 😊 #mentalhealth,1,2026-01-16,12,4
5468,Nothing feels meaningful anymore ...,1,2026-01-06,36,5
5469,Feeling calm and mentally refreshed  #life,0,2026-02-24,81,6
5470,Just finished a great workout session 😊 #anxiety,0,2026-04-03,92,10
5471,Enjoyed a nice walk and fresh air 💙 #wellbeing,0,2026-02-13,70,0
5472,Just finished a great workout session !!!,0,2026-02-16,51,12
5473,I feel empty even when I'm around people 🙏 #life,1,2026-03-10,30,2
5474,My mind won't stop racing at night  #peace,1,2026-03-22,15,9
5475,I feel like I'm falling apart mentally 😊 #mentalhealth,1,2026-01-10,30,5
5476,Sleep has been really bad due to stress,1,2026-04-20,28,7
5477,I am excited about upcoming opportunities 🙏 #wellbeing,0,2026-02-15,98,17
5478,Feeling calm and mentally refreshed  #happy,0,2026-04-11,43,12
5479,Enjoyed a nice walk and fresh air ... #stress,0,2026-04-23,74,14
5480,Sleep has been really bad due to stress 🙂 #anxiety,1,2026-03-11,26,2
5481,I feel hopeless about the future 🙂 #wellbeing,1,2026-03-14,41,8
5482,Enjoyed a nice walk and fresh air 💙 #anxiety,0,2026-04-30,73,10
5483,I feel completely overwhelmed and exhausted lately 💔 #life,1,2026-02-14,43,3
5484,Life has been peaceful and balanced lately !!! #wellbeing,0,2026-01-01,93,0
5485,Today was simple but really good ...,0,2026-04-09,80,9
5486,My mind won't stop racing at night 🙂 #life,1,2026-02-15,49,5
5487,My anxiety is getting worse every day 🙏 #peace,1,2026-01-30,8,5
5488,Feeling calm and mentally refreshed 🙏 #anxiety,0,2026-01-19,89,5
5489,I struggle to get out of bed these days 💔 #peace,1,2026-04-23,17,9
5490,I can't stop overthinking everything !!!,1,2026-03-08,13,5
5491,My mind won't stop racing at night !!! #stress,1,2026-02-08,18,11
5492,Enjoyed a nice walk and fresh air ... #peace,0,2026-04-21,109,5
5493,Enjoyed a nice walk and fresh air 💙 #happy,0,2026-01-21,22,0
5494,I feel hopeless about the future 💔 #wellbeing,1,2026-04-13,22,0
5495,I feel empty even when I'm around people 💙 #mentalhealth,1,2026-02-13,37,11
5496,Life has been peaceful and balanced lately !!! #happy,0,2026-02-06,61,26
5497,Feeling motivated to achieve my goals 😊 #anxiety,0,2026-02-28,80,11
5498,Enjoyed a nice walk and fresh air ...,0,2026-04-27,52,17
5499,Enjoyed a nice walk and fresh air ... #wellbeing,0,2026-03-27,16,18
5500,I can't stop overthinking everything 🙏 #wellbeing,1,2026-03-01,22,1
5501,Today was simple but really good 💙 #stress,0,2026-04-22,78,3
5502,Life has been peaceful and balanced lately ... #mentalhealth,0,2026-01-22,82,1
5503,I feel empty even when I'm around people 😊 #wellbeing,1,2026-01-17,36,10
5504,Life has been peaceful and balanced lately ... #life,0,2026-04-05,0,0
5505,Just finished a great workout session 💔 #wellbeing,0,2026-02-02,87,11
5506,I feel hopeless about the future ... #life,1,2026-01-24,42,9
5507,My mind won't stop racing at night ...,1,2026-04-07,23,9
5508,Feeling motivated to achieve my goals 💔 #stress,0,2026-02-26,54,16
5509,Had a really productive and positive day today 💙 #peace,0,2026-02-02,60,10
5510,Today was simple but really good 😊 #mentalhealth,0,2026-04-18,51,14
5511,Feeling grateful for everything in my life,0,2026-03-06,34,14
5512,Enjoyed a nice walk and fresh air 🙂 #stress,0,2026-03-13,55,16
5513,Feeling calm and mentally refreshed ... #stress,0,2026-04-11,77,24
5514,Feeling motivated to achieve my goals 🙂 #mentalhealth,0,2026-03-04,64,17
5515,I struggle to get out of bed these days 💙 #wellbeing,1,2026-02-23,39,7
5516,Feeling motivated to achieve my goals 😊 #anxiety,0,2026-04-25,49,12
5517,Nothing feels meaningful anymore  #mentalhealth,1,2026-03-14,25,6
5518,I struggle to get out of bed these days ... #stress,1,2026-01-13,48,11
5519,Feeling grateful for everything in my life 💙 #happy,0,2026-04-09,10,10
5520,Life has been peaceful and balanced lately 💙 #wellbeing,0,2026-04-05,89,5
5521,Sleep has been really bad due to stress 😊 #stress,1,2026-04-23,28,9
5522,I am excited about upcoming opportunities  #anxiety,0,2026-03-04,84,8
5523,Had a really productive and positive day today 🙂 #peace,0,2026-01-06,73,6
5524,I can't stop overthinking everything 😊 #peace,1,2026-02-04,14,8
5525,My anxiety is getting worse every day 🙂 #anxiety,1,2026-02-23,31,8
5526,I can't stop overthinking everything  #wellbeing,1,2026-04-17,27,1
5527,Today was simple but really good 😊,0,2026-01-23,46,18
5528,I feel hopeless about the future 🙂 #happy,1,2026-02-09,28,8
5529,Just finished a great workout session 🙂 #peace,0,2026-03-31,80,23
5530,I struggle to get out of bed these days 🙏 #stress,1,2026-01-21,24,10
5531,I feel hopeless about the future ... #wellbeing,1,2026-03-08,10,8
5532,I can't stop overthinking everything 🙏 #anxiety,1,2026-03-12,30,3
5533,I feel hopeless about the future !!! #wellbeing,1,2026-02-28,32,6
5534,I feel completely overwhelmed and exhausted lately ... #wellbeing,1,2026-04-28,34,5
5535,Sleep has been really bad due to stress  #peace,1,2026-04-27,30,8
5536,Feeling motivated to achieve my goals 🙏 #happy,0,2026-04-13,78,6
5537,Just finished a great workout session ... #anxiety,0,2026-01-14,39,1
5538,Feeling motivated to achieve my goals ... #wellbeing,0,2026-03-03,52,17
5539,I struggle to get out of bed these days ... #peace,1,2026-01-09,15,11
5540,Enjoyed a nice walk and fresh air 🙏 #peace,0,2026-02-27,86,11
5541,Today was simple but really good 😊 #mentalhealth,0,2026-01-24,71,3
5542,I am excited about upcoming opportunities ... #life,0,2026-02-20,52,8
5543,Enjoyed a nice walk and fresh air 🙂 #life,0,2026-01-19,47,9
5544,Had a really productive and positive day today 🙏 #peace,0,2026-04-07,90,16
5545,Life has been peaceful and balanced lately 💙 #stress,0,2026-03-31,84,0
5546,My anxiety is getting worse every day 💙 #happy,1,2026-03-28,12,10
5547,My anxiety is getting worse every day ... #anxiety,1,2026-04-28,21,0
5548,My anxiety is getting worse every day 💙 #life,1,2026-02-18,32,10
5549,Life has been peaceful and balanced lately ...,0,2026-01-28,31,21
5550,Had a really productive and positive day today 💙 #wellbeing,0,2026-04-21,92,0
5551,I feel hopeless about the future 🙏 #mentalhealth,1,2026-04-09,10,14
5552,Feeling motivated to achieve my goals 💔 #peace,0,2026-04-11,119,10
5553,Feeling calm and mentally refreshed !!! #wellbeing,0,2026-03-18,110,15
5554,Today was simple but really good  #happy,0,2026-03-02,30,16
5555,Sleep has been really bad due to stress 💙 #wellbeing,1,2026-02-13,30,11
5556,Sleep has been really bad due to stress  #peace,1,2026-02-11,14,7
5557,I am excited about upcoming opportunities 🙏 #life,0,2026-02-22,64,11
5558,Enjoyed a nice walk and fresh air ... #happy,0,2026-04-21,98,9
5559,I struggle to get out of bed these days 💔 #stress,1,2026-03-29,33,9
5560,My anxiety is getting worse every day 💙 #happy,1,2026-02-13,0,4
5561,I feel hopeless about the future 😊 #happy,1,2026-04-23,11,0
5562,Spent quality time with friends and laughed a lot 😊 #happy,0,2026-02-27,26,14
5563,Spent quality time with friends and laughed a lot 🙏 #life,0,2026-01-19,78,18
5564,Nothing feels meaningful anymore 😊 #life,1,2026-03-01,32,4
5565,I am excited about upcoming opportunities 🙂 #mentalhealth,0,2026-04-21,96,17
5566,Feeling calm and mentally refreshed 💙 #wellbeing,0,2026-02-09,63,8
5567,Feeling motivated to achieve my goals  #happy,0,2026-03-17,50,13
5568,I feel empty even when I'm around people  #anxiety,1,2026-04-09,24,14
5569,I feel completely overwhelmed and exhausted lately 🙏,1,2026-01-11,47,3
5570,I am excited about upcoming opportunities 😊,0,2026-01-13,32,18
5571,I can't stop overthinking everything 🙏 #anxiety,1,2026-01-23,13,13
5572,Just finished a great workout session  #anxiety,0,2026-03-15,51,15
5573,Feeling motivated to achieve my goals ... #peace,0,2026-03-24,42,9
5574,Just finished a great workout session 🙏 #wellbeing,0,2026-04-11,77,4
5575,Enjoyed a nice walk and fresh air 🙂 #anxiety,0,2026-03-26,49,14
5576,I can't stop overthinking everything 😊,1,2026-02-25,26,6
5577,I am excited about upcoming opportunities 💙 #mentalhealth,0,2026-03-05,42,17
5578,I feel like I'm falling apart mentally 🙂 #happy,1,2026-02-07,47,7
5579,Just finished a great workout session 😊,0,2026-01-14,87,16
5580,I can't stop overthinking everything 😊,1,2026-04-14,36,4
5581,I feel empty even when I'm around people 💙,1,2026-02-08,23,9
5582,Spent quality time with friends and laughed a lot 🙏 #life,0,2026-04-20,70,23
5583,I struggle to get out of bed these days 🙏 #happy,1,2026-02-12,30,7
5584,I can't stop overthinking everything 💙 #wellbeing,1,2026-01-16,0,2
5585,Enjoyed a nice walk and fresh air 😊 #wellbeing,0,2026-04-07,84,17
5586,I struggle to get out of bed these days 😊 #peace,1,2026-04-14,49,12
5587,I feel empty even when I'm around people 🙏 #stress,1,2026-04-29,15,2
5588,Enjoyed a nice walk and fresh air ... #anxiety,0,2026-03-28,74,22
5589,Spent quality time with friends and laughed a lot 💙 #anxiety,0,2026-04-30,56,10
5590,Feeling calm and mentally refreshed 💔 #peace,0,2026-02-23,41,12
5591,I feel like I'm falling apart mentally 😊,1,2026-03-16,0,8
5592,Sleep has been really bad due to stress  #stress,1,2026-01-14,14,10
5593,I can't stop overthinking everything !!! #peace,1,2026-03-28,23,1
5594,Spent quality time with friends and laughed a lot 🙂 #anxiety,0,2026-01-22,78,6
5595,Feeling motivated to achieve my goals 💔,0,2026-01-29,26,12
5596,My mind won't stop racing at night 😊 #happy,1,2026-03-18,14,7
5597,Sleep has been really bad due to stress  #life,1,2026-04-18,17,5
5598,Enjoyed a nice walk and fresh air 🙏,0,2026-01-25,45,3
5599,Feeling grateful for everything in my life 🙏 #life,0,2026-02-04,115,12
5600,Life has been peaceful and balanced lately 💙,0,2026-03-20,68,13
5601,I feel hopeless about the future  #mentalhealth,1,2026-02-25,40,10
5602,I feel empty even when I'm around people  #anxiety,1,2026-01-22,25,4
5603,Enjoyed a nice walk and fresh air 💙 #happy,0,2026-02-21,59,9
5604,I can't stop overthinking everything 🙂 #mentalhealth,1,2026-01-15,30,6
5605,Enjoyed a nice walk and fresh air ... #wellbeing,0,2026-03-14,42,10
5606,Had a really productive and positive day today 💙 #happy,0,2026-01-04,35,0
5607,I feel completely overwhelmed and exhausted lately 🙂 #peace,1,2026-04-02,26,6
5608,I feel hopeless about the future,1,2026-03-24,34,2
5609,I feel hopeless about the future  #anxiety,1,2026-03-11,21,5
5610,I feel empty even when I'm around people ... #anxiety,1,2026-01-30,26,5
5611,Enjoyed a nice walk and fresh air 💙 #wellbeing,0,2026-03-01,74,13
5612,I feel completely overwhelmed and exhausted lately 🙂 #stress,1,2026-02-09,27,1
5613,Had a really productive and positive day today 💔 #peace,0,2026-01-15,29,10
5614,Spent quality time with friends and laughed a lot !!! #mentalhealth,0,2026-04-30,81,13
5615,Today was simple but really good ... #mentalhealth,0,2026-01-29,60,5
5616,Sleep has been really bad due to stress 😊 #anxiety,1,2026-01-28,18,0
5617,I can't stop overthinking everything 💙 #mentalhealth,1,2026-04-23,40,7
5618,Had a really productive and positive day today 🙏 #happy,0,2026-04-01,64,8
5619,Today was simple but really good ... #life,0,2026-01-16,42,13
5620,My anxiety is getting worse every day 💔 #stress,1,2026-04-29,4,5
5621,Just finished a great workout session 💔 #stress,0,2026-01-09,88,14
5622,I feel completely overwhelmed and exhausted lately 💙 #life,1,2026-01-15,23,1
5623,Today was simple but really good !!!,0,2026-02-16,103,14
5624,Feeling grateful for everything in my life 💙,0,2026-02-17,87,8
5625,Feeling grateful for everything in my life 😊 #happy,0,2026-03-15,29,16
5626,I am excited about upcoming opportunities 🙂 #happy,0,2026-03-28,35,6
5627,Enjoyed a nice walk and fresh air 😊 #stress,0,2026-01-15,43,10
5628,I can't stop overthinking everything 😊,1,2026-01-23,3,11
5629,I feel like I'm falling apart mentally  #happy,1,2026-01-21,55,1
5630,I feel completely overwhelmed and exhausted lately 😊 #mentalhealth,1,2026-02-13,18,0
5631,Feeling grateful for everything in my life 😊 #wellbeing,0,2026-03-14,87,17
5632,I feel like I'm falling apart mentally 😊 #happy,1,2026-03-30,24,8
5633,Enjoyed a nice walk and fresh air 🙂 #mentalhealth,0,2026-04-03,83,18
5634,My mind won't stop racing at night 🙂,1,2026-02-03,31,4
5635,I can't stop overthinking everything ...,1,2026-02-25,26,1
5636,I feel empty even when I'm around people 💙 #stress,1,2026-04-07,33,6
5637,I feel completely overwhelmed and exhausted lately 💔 #stress,1,2026-01-28,32,11
5638,I feel like I'm falling apart mentally !!! #anxiety,1,2026-02-16,0,2
5639,I feel empty even when I'm around people 🙂 #happy,1,2026-04-17,21,8
5640,Just finished a great workout session 💔 #mentalhealth,0,2026-04-19,57,16
5641,I can't stop overthinking everything 💔 #happy,1,2026-03-01,36,0
5642,Feeling grateful for everything in my life 😊 #peace,0,2026-01-25,43,0
5643,Had a really productive and positive day today !!! #happy,0,2026-02-22,49,14
5644,Life has been peaceful and balanced lately 🙂 #anxiety,0,2026-01-22,54,18
5645,Enjoyed a nice walk and fresh air 🙏 #peace,0,2026-01-27,52,13
5646,I am excited about upcoming opportunities 🙏 #life,0,2026-04-30,53,17
5647,Today was simple but really good 💙 #anxiety,0,2026-02-09,29,15
5648,Life has been peaceful and balanced lately !!! #mentalhealth,0,2026-03-23,39,7
5649,I feel completely overwhelmed and exhausted lately 💙 #anxiety,1,2026-02-13,2,5
5650,Enjoyed a nice walk and fresh air  #life,0,2026-02-07,41,17
5651,Feeling grateful for everything in my life 💙,0,2026-03-21,71,18
5652,Feeling grateful for everything in my life 🙏 #peace,0,2026-04-08,45,13
5653,I feel empty even when I'm around people !!! #anxiety,1,2026-04-13,48,8
5654,I feel hopeless about the future ... #anxiety,1,2026-04-27,21,10
5655,I am excited about upcoming opportunities 💔 #happy,0,2026-03-28,79,15
5656,I feel empty even when I'm around people 🙂 #peace,1,2026-02-20,32,5
5657,Feeling grateful for everything in my life 🙏 #life,0,2026-04-09,56,8
5658,I can't stop overthinking everything  #life,1,2026-02-03,34,7
5659,I am excited about upcoming opportunities 😊 #anxiety,0,2026-03-26,39,16
5660,My mind won't stop racing at night 🙏,1,2026-02-19,27,0
5661,I feel empty even when I'm around people  #peace,1,2026-02-07,20,3
5662,I feel completely overwhelmed and exhausted lately 🙏 #life,1,2026-01-02,27,12
5663,Just finished a great workout session 😊 #wellbeing,0,2026-01-19,83,7
5664,I am excited about upcoming opportunities 🙂 #wellbeing,0,2026-01-02,50,14
5665,I feel empty even when I'm around people 🙏 #happy,1,2026-04-17,44,9
5666,Feeling motivated to achieve my goals 😊 #anxiety,0,2026-02-06,47,5
5667,Life has been peaceful and balanced lately 💔 #happy,0,2026-01-09,83,19
5668,Had a really productive and positive day today 💙 #peace,0,2026-01-04,102,15
5669,I feel completely overwhelmed and exhausted lately 💙 #life,1,2026-04-09,13,5
5670,My anxiety is getting worse every day 🙂 #anxiety,1,2026-03-29,3,1
5671,I feel like I'm falling apart mentally,1,2026-04-14,37,7
5672,I struggle to get out of bed these days !!! #peace,1,2026-04-12,22,11
5673,My mind won't stop racing at night 😊 #anxiety,1,2026-03-06,16,2
5674,Just finished a great workout session ... #anxiety,0,2026-01-19,78,10
5675,Nothing feels meaningful anymore !!! #happy,1,2026-01-16,57,3
5676,Spent quality time with friends and laughed a lot 💔,0,2026-01-09,88,3
5677,Feeling grateful for everything in my life 🙏 #peace,0,2026-04-19,52,16
5678,Just finished a great workout session !!! #life,0,2026-01-24,59,21
5679,My anxiety is getting worse every day 🙂 #life,1,2026-03-26,18,0
5680,Feeling grateful for everything in my life 😊 #life,0,2026-01-03,39,12
5681,Spent quality time with friends and laughed a lot 🙂 #wellbeing,0,2026-03-31,74,19
5682,Feeling calm and mentally refreshed 💙 #mentalhealth,0,2026-02-26,55,13
5683,Just finished a great workout session !!! #peace,0,2026-04-27,55,31
5684,Feeling grateful for everything in my life  #happy,0,2026-01-15,30,16
5685,I feel like I'm falling apart mentally 🙂 #life,1,2026-03-28,19,5
5686,I feel hopeless about the future 😊 #anxiety,1,2026-03-01,35,9
5687,Just finished a great workout session 😊 #happy,0,2026-04-22,43,11
5688,My mind won't stop racing at night 🙂 #mentalhealth,1,2026-01-31,56,8
5689,I struggle to get out of bed these days 🙂,1,2026-01-03,0,7
5690,Feeling grateful for everything in my life 💙 #life,0,2026-04-20,42,10
5691,I am excited about upcoming opportunities  #mentalhealth,0,2026-02-24,40,3
5692,Spent quality time with friends and laughed a lot 🙂,0,2026-02-26,53,10
5693,I feel empty even when I'm around people ... #mentalhealth,1,2026-01-07,38,2
5694,I feel completely overwhelmed and exhausted lately 💔 #anxiety,1,2026-03-02,20,7
5695,Feeling calm and mentally refreshed 💔,0,2026-02-21,33,11
5696,Nothing feels meaningful anymore 💙 #wellbeing,1,2026-03-18,17,0
5697,I can't stop overthinking everything 😊 #stress,1,2026-03-02,40,3
5698,Had a really productive and positive day today 🙂 #wellbeing,0,2026-02-11,60,19
5699,Enjoyed a nice walk and fresh air ... #anxiety,0,2026-01-05,77,11
5700,Just finished a great workout session !!! #wellbeing,0,2026-02-07,75,17
5701,My mind won't stop racing at night 💔,1,2026-03-25,8,6
5702,I feel completely overwhelmed and exhausted lately 💙 #mentalhealth,1,2026-03-13,44,8
5703,Feeling calm and mentally refreshed 🙂 #anxiety,0,2026-01-11,42,5
5704,I feel empty even when I'm around people 💙 #wellbeing,1,2026-04-21,7,10
5705,I can't stop overthinking everything  #peace,1,2026-03-05,0,4
5706,I am excited about upcoming opportunities !!! #wellbeing,0,2026-02-22,86,14
5707,Enjoyed a nice walk and fresh air 😊 #anxiety,0,2026-02-12,101,10
5708,Today was simple but really good 😊 #stress,0,2026-03-13,7,14
5709,Enjoyed a nice walk and fresh air  #life,0,2026-03-24,50,25
5710,I feel completely overwhelmed and exhausted lately 🙂 #peace,1,2026-01-26,28,1
5711,I feel like I'm falling apart mentally !!! #wellbeing,1,2026-02-15,12,7
5712,Feeling grateful for everything in my life 💔 #anxiety,0,2026-02-09,44,14
5713,Today was simple but really good 🙂 #mentalhealth,0,2026-03-28,54,25
5714,Feeling grateful for everything in my life 🙂,0,2026-02-14,66,4
5715,Today was simple but really good,0,2026-03-04,64,7
5716,Feeling grateful for everything in my life 💔 #life,0,2026-02-02,39,18
5717,I feel completely overwhelmed and exhausted lately 💔 #stress,1,2026-02-21,51,4
5718,Feeling calm and mentally refreshed 😊 #peace,0,2026-04-14,81,10
5719,Today was simple but really good 🙂 #anxiety,0,2026-01-03,82,11
